text,label
"what time is exploits of a young don juan playing?
","movie
"
"play is this my world ? by leo arnaud
","music
"
"search for live forever the rise and fall of brit pop tv show
","search
"
"id like a table at the san francisco brewing company in puerto rico at noon
","restaurant
"
"which movies are showing at southern theatres ?
","movie
"
"book a table for 10 at the dome edinburgh
","restaurant
"
"book a reservation for irene and rosella at the room in the elephant in israel
","restaurant
"
"play music on pandora
","music
"
"will it be stormy in saint pierre and miquelon in the city of wenham
","weather
"
"what will the weather by close by the current position at 02 02 30 ?
","weather
"
"book the tea house on north river
","restaurant
"
"find the novel what we did on our holiday
","search
"
"find the movie schedule
","movie
"
"find a tv show called shake hands with beef
","search
"
"i need journal of pediatric oncology nursing help me find
","search
"
"show movie schedule and movies in the area
","movie
"
"play some house music
","music
"
"what s the closest movie house showing animated movies
","movie
"
"id like a table for my step grandfather and i at five fifty-five in nv
","restaurant
"
"book a restaurant in palau for two people
","restaurant
"
"what is the forcast now in kansas
","weather
"
"find the schedule for brick
","movie
"
"weather for five am in osyka bhutan
","weather
"
"find me an echo in the darkness
","search
"
"book a spot for nine at the cubby bear in luxor
","restaurant
"
"play some good movement music by brian littrell from around 2001
","music
"
"i want the complete global albums collection
","search
"
"i want to watch the show frank sinatra sings the select sammy cahn
","search
"
"book a table for seven people at a restaurant which has internet
","restaurant
"
"i want to see animated movie in the neighbourhood
","movie
"
"will there be a storm nearby
","weather
"
"play a song by fats waller
","music
"
"play prints in the stone by helen baylor
","music
"
"pizzeria restaurant in kellnersville hi that is outdoor for ten
","restaurant
"
"where can i see the show twentysomething
","search
"
"what is the movie schedule
","movie
"
"find me i am mariah… the elusive chanteuse
","search
"
"find close by movies movie times
","movie
"
"what is the forecast for assumption of mary in in for the weather depression
","weather
"
"find the apple address book television show
","search
"
"is it cloudy in cuba ?
","weather
"
"find good night and good luck at a cinemark theatres
","movie
"
"find me a table for four somewhere
","restaurant
"
"book a spot at a restaurant faraway from 138th st
","restaurant
"
"play the video game the genesis machine
","search
"
"where can i download the game miss robin hood
","search
"
"i want to watch the shamrock handicap right now
","movie
"
"find half cut tea
","search
"
"what is the price for the album praise the lord and pass the ammunition ?
","search
"
"i want to play a game called scotland tonight
","search
"
"is it warm at seven am in greenland
","weather
"
"play some music from the sixties
","music
"
"play fifties track music
","music
"
"play video game manifesto of nevermore
","search
"
"find a nearby movie schedule for movies
","movie
"
"how do i see the tv series to see the invisible man ?
","search
"
"i want to hear the album suites & sweets
","music
"
"list movie times with meal
","movie
"
"book a restaurant for a meal for 4 people
","restaurant
"
"could you please show me movie schedules
","movie
"
"where can i purchase wuthering heights
","search
"
"how s the weather looking in pheba
","weather
"
"what movies are at loews cineplex
","movie
"
"book a reservation for louisiana fried chicken this winter in taiwan
","restaurant
"
"what movies are playing in the area ?
","movie
"
"what time is just around the corner playing
","movie
"
"please look up the painting beyond iconic photographer dennis stock
","search
"
"id like a table for 3 at a tavern in the vatican
","restaurant
"
"please tell me the current and local movie times
","movie
"
"play all music alan released in 1997
","music
"
"show family plot
","search
"
"i m trying to find the game called give me my remote
","search
"
"reserve a table for two at the restaurant at 9 pm
","restaurant
"
"play thirties on lastfm
","music
"
"play the song i get ideas as performed by richard kruspe
","music
"
"when can i see journey to the end of the night ?
","movie
"
"where is the nearest cinema that is playing films
","movie
"
"play trace adkins music from the thirties
","music
"
"is the big job playing at the nearest cinema ?
","movie
"
"where is the closest movie theatre playing yo robot
","movie
"
"show me the films at the closest cinema
","movie
"
"play stefon harris s song
","music
"
"will it hail in 1 minute in toms river
","weather
"
"what films are on the movie schedule around here
","movie
"
"play the newest ballad from chad urmston
","music
"
"where is the closest cinema playing osmanthus alley
","movie
"
"book a table for 1 at ringside steakhouse in hurricane
","restaurant
"
"play music by helen ward
","music
"
"does pacific theatres have animated movies starting in 1 minute ?
","movie
"
"play music by otis redding
","music
"
"book a table for pearl and verna slated ash wednesday in gabon
","restaurant
"
"where will the blonde from peking be playing
","movie
"
"what is the forecast for march the twelfth faraway from pine mountain state resort park
","weather
"
"find darker than black
","search
"
"i need a table for one
","restaurant
"
"i want television show come again smith
","search
"
"open youtube
","music
"
"play something from the twenties
","music
"
"tell me when it will be chilly in chicken united kingdom
","weather
"
"what films are playing at the closest cinema
","movie
"
"book a restaurant for 2 in cross timbers district of columbia
","restaurant
"
"what is the movie schedule of animated movies in the area
","movie
"
"what time is a battle of wits starting?
","movie
"
"find movie schedules for animated movies around here
","movie
"
"show the chemdexcom photograph
","search
"
"play some seventies music on netflix
","music
"
"is the angelus playing at the movie house at dinner time?
","movie
"
"play lorenzo palacios quispe
","music
"
"what movie theatre is the closest that is playing cheat you fair the story of maxwell street right now
","movie
"
"show movie times at kerasotes theatres
","movie
"
"show me the movie purple heart diary
","search
"
"book reservation at a restaurant in rocky fork for 2 people
","restaurant
"
"find a tv series called dirty politics
","search
"
"i want to find the very best of chicago only the beginning
","search
"
"what movies are close by
","movie
"
"find the show how to meet the lucky stars
","search
"
"book a brasserie for 3
","restaurant
"
"what does it feel like in connecticut
","weather
"
"play some carmen mcrae from ed robertson off of itunes
","music
"
"what s the weather here in 52 and a half weeks
","weather
"
"play in the arms of god on zvooq by nimal mendis
","music
"
"book me a reservation at an oyster bar that serves crab cake for two people
","restaurant
"
"i want to know what movies are showing at the nearest movie house
","movie
"
"will the weather be okay in northern luzon heroes hill national park 4 and a half months from now ?
","weather
"
"show me the closest movie house playing animated movies please
","movie
"
"i m looking for the video game masterful mystery tour
","search
"
"please find me the nearest cinema playing foreign intrigue
","movie
"
"play the playlist gypsy swing
","music
"
"will there be a storm faraway from chapman ranch ?
","weather
"
"i need to find the creative work burn baby burn
","search
"
"play pop
","music
"
"show a movie schedule with bow tie cinemas
","movie
"
"i need to book a restaurant with a smoking room in al
","restaurant
"
